Date,KO,WRB,log_KO,log_WRB,spread,spread_mean,spread_std,z_score,ma_10,ma_30,momentum,volatility,hedged_returns,target,pred_proba,prediction,Position,strategy_return,capital
2024-09-03,71.4398422241211,59.52239608764648,4.268855728056861,4.0863526465634505,-3.5964834049442604,-3.5164895853244236,0.04722908388703716,-1.6937406580057033,-3.576745671461701,-3.560141253372811,-0.016931132898746704,0.02183593263490862,0.000324913209287658,1,0.8884460635713464,1,1,0.000324913209287658,111.59383865674025
2024-09-04,70.99951171875,59.58140563964844,4.262672999816963,4.087343539481636,-3.584365200529936,-3.518245566631824,0.04766846685649134,-1.3870728021769354,-3.5793320240809967,-3.561822461541904,0.004869118565681063,0.022410580727965247,0.012084367722294346,1,0.829687436132617,1,1,0.012084367722294346,112.94237963861067
2024-09-05,69.63941192626953,58.047119140625,4.243330670382276,4.061255079705281,-3.575642470758643,-3.5197729314856327,0.04794510009117601,-1.1652815233832963,-3.5810236002486078,-3.562484056164229,0.019533244574343023,0.022564154503715624,0.008725588927243719,1,0.7745606205443538,1,1,0.008725588927243719,113.9278684158019
2024-09-06,69.61005401611328,57.722557067871094,4.242909011162364,4.055648034169567,-3.5804906387724724,-3.5212288501965334,0.04837908120213105,-1.2249465492810676,-3.584444763942858,-3.563185257465524,0.01219863336074134,0.02270803870852387,-0.004832637844184936,1,0.7975278334965411,1,1,-0.004832637844184936,113.37729628738835
2024-09-09,70.3047866821289,58.40118789672851,4.2528398858603635,4.0673362303247185,-3.586675448175071,-3.523007221714665,0.04869697456501452,-1.3074370025883935,-3.587707330120098,-3.5642105731330798,0.010089111238200665,0.022631351919729953,-0.006205277329618307,1,0.82255829241985,1,1,-0.006205277329618307,112.67375872104282
2024-09-10,70.01124572753906,57.52585983276367,4.248655882396566,4.0522345829242585,-3.5942469716502776,-3.5249638411541877,0.049047966740679697,-1.412558666547689,-3.589176800080575,-3.5656113773788216,0.00223643329398282,0.02162113510694317,-0.007473796535501273,1,0.8557221398115853,1,1,-0.007473796535501273,111.8316579734716
2024-09-11,69.55136108398438,56.16860580444336,4.242065488041147,4.028357985236533,-3.6062625642881763,-3.526866323692715,0.04984627203228266,-1.5928220378053712,-3.590879624599831,-3.5675746374690447,-0.021897363758240473,0.022414124893555817,-0.011771800475646433,1,0.8981429159462547,1,1,-0.011771800475646433,110.51519800894715
2024-09-12,69.69813537597656,56.82756042480469,4.244173565270564,4.040021426793117,-3.5983931164313736,-3.528887896555777,0.05012721280473479,-1.3865765915680757,-3.59120136470967,-3.569915706755011,-0.022750645672730663,0.021487781436782982,0.007933729177794268,1,0.8755082592280793,1,1,0.007933729177794268,111.39199565998045
2024-09-13,70.3532943725586,57.37833023071289,4.253529610787492,4.049666709933092,-3.605586295018875,-3.5309940079229394,0.050522817631687325,-1.4764079002821102,-3.592491066998236,-3.5711914338756743,-0.02509565624640242,0.02015440879403584,-0.007225529873886586,1,0.8970396280084879,1,1,-0.007225529873886586,110.58712946762743
2024-09-16,71.03307342529297,57.78157043457031,4.2631455914709635,4.056669874221697,-3.6158894085180195,-3.5332187488179114,0.051132307655317455,-1.6167989181593463,-3.59440355190871,-3.5718618599030165,-0.029213960342948653,0.020380534105685987,-0.010362009768564232,1,0.9192475201290495,1,1,-0.010362009768564232,109.4412245518064
2024-09-17,70.73751831054688,57.17179107666016,4.258976101320658,4.046060613745435,-3.6189946652790397,-3.535776547893203,0.05133149575249292,-1.6211901906597983,-3.596654677942188,-3.573436715950117,-0.024747693628762057,0.02004480796854606,-0.0030647992687363092,1,0.9227902865429433,1,1,-0.0030647992687363092,109.10580916683044
2024-09-18,70.6882553100586,56.8570671081543,4.258279439019021,4.040540523959594,-3.6232609431331335,-3.5384868514332846,0.05137196970867151,-1.6502013097920833,-3.600544252202508,-3.575422437972046,-0.01699837884495725,0.020475837395790654,-0.004251506794312223,1,0.9267131251756966,1,1,-0.004251506794312223,108.64194507785874
2024-09-19,69.5749740600586,56.57184600830078,4.242404934577657,4.035511441106553,-3.599720024376528,-3.5411988533288388,0.04998255563486991,-1.1708319093404331,-3.6029520075642965,-3.5767912620852242,-0.001326907945154332,0.019199023856175928,0.02332797130521083,1,0.8587517363331164,1,1,0.02332797130521083,111.17634125517732
2024-09-20,70.57987976074219,56.50300216674805,4.256745114657435,4.0342937724354,-3.6267463077024056,-3.543963925059363,0.04981730623323392,-1.6617193682748155,-3.60757757445729,-3.5792566927433414,-0.021160012683530738,0.01746960888412058,-0.02721148008989065,1,0.935262192542409,1,1,-0.02721148008989065,108.1510684586452
