Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
CIEN,CIENA CORP,Equity,0.01,29.76,43626,1298309.76,1298309.76,Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
PEN,PENUMBRA INC,Equity,0.01,142.57,9097,1296959.29,1296959.29,Health Care,BZ0V201,US70975L1070,New York Stock Exchange Inc.
CNDT,CONDUENT INC,Equity,0.01,21.87,58987,1290045.69,1290045.69,Information Technology,BYWLRV8,US2067871036,New York Stock Exchange Inc.
PSTG,PURE STORAGE INC CLASS A,Equity,0.01,25.86,49826,1288500.36,1288500.36,Information Technology,BYZ62T3,US74624M1027,New York Stock Exchange Inc.
ARRS,ARRIS INTERNATIONAL PLC,Equity,0.01,25.5,50388,1284894,1284894,Information Technology,BZ04Y37,GB00BZ04Y379,NASDAQ
TREX,TREX INC,Equity,0.01,74.17,17307,1283660.19,1283660.19,Industrials,2483074,US89531P1057,New York Stock Exchange Inc.
MD,MEDNAX INC,Equity,0.01,46.33,27620,1279634.6,1279634.6,Health Care,2677640,US58502B1061,New York Stock Exchange Inc.
GDOT,GREEN DOT CORP CLASS A,Equity,0.01,86.98,14676,1276518.48,1276518.48,Financials,B3WNNP3,US39304D1028,New York Stock Exchange Inc.
DLB,DOLBY LABORATORIES INC CLASS A,Equity,0.01,68.97,18391,1268427.27,1268427.27,Information Technology,B04NJM9,US25659T1079,New York Stock Exchange Inc.
EME,EMCOR GROUP INC,Equity,0.01,74.38,17028,1266542.64,1266542.64,Industrials,2474164,US29084Q1004,New York Stock Exchange Inc.
KMPR,KEMPER CORP,Equity,0.01,78.26,16161,1264759.86,1264759.86,Financials,B52KRV2,US4884011002,New York Stock Exchange Inc.
OGS,ONE GAS INC,Equity,0.01,81.64,15480,1263787.2,1263787.2,Utilities,BJ0KXV4,US68235P1084,New York Stock Exchange Inc.
COHR,COHERENT INC,Equity,0.01,173.1,7301,1263803.1,1263803.1,Information Technology,2208374,US1924791031,NASDAQ
TTD,TRADE DESK INC CLASS A,Equity,0.01,133.37,9461,1261813.57,1261813.57,Information Technology,BD8FDD1,US88339J1051,NASDAQ
INGN,INOGEN INC,Equity,0.01,237.15,5305,1258080.75,1258080.75,Health Care,BJSVLL5,US45780L1044,NASDAQ
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Equity,0.01,108.29,11597,1255839.13,1255839.13,Consumer Discretionary,B45K9N8,US57164Y1073,New York Stock Exchange Inc.
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Equity,0.01,33.19,37827,1255478.13,1255478.13,Industrials,BF0LKD0,US4990491049,New York Stock Exchange Inc.
ENTG,ENTEGRIS INC,Equity,0.01,28.91,43360,1253537.6,1253537.6,Information Technology,2599700,US29362U1043,NASDAQ
THO,THOR INDUSTRIES INC,Equity,0.01,83.03,15051,1249684.53,1249684.53,Consumer Discretionary,2889876,US8851601018,New York Stock Exchange Inc.
EXP,EAGLE MATERIALS INC,Equity,0.01,85.82,14533,1247222.06,1247222.06,Materials,2191399,US26969P1084,New York Stock Exchange Inc.
ESNT,ESSENT GROUP LTD,Equity,0.01,43.31,28777,1246331.87,1246331.87,Financials,BFWGXR8,BMG3198U1027,New York Stock Exchange Inc.
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.01,55.59,22397,1245049.23,1245049.23,Financials,B1WT4X2,US45841N1072,NASDAQ
RYN,RAYONIER REIT INC,Equity,0.01,32.8,37928,1244038.4,1244038.4,Real Estate,2473138,US7549071030,New York Stock Exchange Inc.
KDP,KEURIG DR PEPPER INC,Equity,0.01,22.83,54283,1239280.89,1239280.89,Consumer Staples,BD3W133,US49271V1008,New York Stock Exchange Inc.
PRLB,PROTO LABS INC,Equity,0.01,152.22,8142,1239375.24,1239375.24,Industrials,B6T6J81,US7437131094,New York Stock Exchange Inc.
OLN,OLIN CORP,Equity,0.01,25.37,48686,1235163.82,1235163.82,Materials,2658526,US6806652052,New York Stock Exchange Inc.
POR,PORTLAND GENERAL ELECTRIC,Equity,0.01,45.63,27068,1235112.84,1235112.84,Utilities,B125XQ6,US7365088472,New York Stock Exchange Inc.
FNB,FNB CORP,Equity,0.01,12.58,97962,1232361.96,1232361.96,Financials,2041308,US3025201019,New York Stock Exchange Inc.
SNH,SENIOR HOUSING PROPERTIES TRUST RE,Equity,0.01,17.05,72209,1231163.45,1231163.45,Real Estate,2501631,US81721M1099,NASDAQ
MDSO,MEDIDATA SOLUTIONS INC,Equity,0.01,72.12,17018,1227338.16,1227338.16,Health Care,B5424Q0,US58471A1051,NASDAQ
CHK,CHESAPEAKE ENERGY CORP,Equity,0.01,4.52,269927,1220070.04,1220070.04,Energy,2182779,US1651671075,New York Stock Exchange Inc.
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.01,91.87,13247,1217001.89,1217001.89,Communication,2503529,US98156Q1085,New York Stock Exchange Inc.
WYND,WYNDHAM DESTINATIONS INC,Equity,0.01,41.26,29458,1215437.08,1215437.08,Consumer Discretionary,B198391,US98310W1080,New York Stock Exchange Inc.
COR,CORESITE REALTY REIT CORP,Equity,0.01,109.21,11122,1214633.62,1214633.62,Real Estate,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,Equity,0.01,21.95,55235,1212408.25,1212408.25,Energy,BYM4Z79,US15136A1025,NASDAQ
CNK,CINEMARK HOLDINGS INC,Equity,0.01,38.78,31133,1207337.74,1207337.74,Communication,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.
NGVT,INGEVITY CORP,Equity,0.01,95.14,12683,1206660.62,1206660.62,Materials,BD4LHG4,US45688C1071,New York Stock Exchange Inc.
CLGX,CORELOGIC INC,Equity,0.01,47.85,25201,1205867.85,1205867.85,Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.
MMS,MAXIMUS INC,Equity,0.01,63.46,18968,1203709.28,1203709.28,Information Technology,2018669,US5779331041,New York Stock Exchange Inc.
SWX,SOUTHWEST GAS HOLDINGS INC,Equity,0.01,79.26,15142,1200154.92,1200154.92,Utilities,2831888,US8448951025,New York Stock Exchange Inc.
VVV,VALVOLINE INC,Equity,0.01,20.93,57292,1199121.56,1199121.56,Materials,BDG22J3,US92047W1018,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.01,49.23,24327,1197618.21,1197618.21,Information Technology,B1HMF22,US3364331070,NASDAQ
PTEN,PATTERSON UTI ENERGY INC,Equity,0.01,17.69,67668,1197046.92,1197046.92,Energy,2672537,US7034811015,NASDAQ
EQC,EQUITY COMMONWEALTH REIT,Equity,0.01,32.38,36632,1186144.16,1186144.16,Real Estate,BPH3N63,US2946281027,New York Stock Exchange Inc.
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Equity,0.01,35.59,33269,1184043.71,1184043.71,Utilities,2415204,US4198701009,New York Stock Exchange Inc.
TWOU,2U INC,Equity,0.01,72.41,16350,1183903.5,1183903.5,Information Technology,BKWBZZ0,US90214J1016,NASDAQ
TCBI,TEXAS CAPITAL BANCSHARES INC,Equity,0.01,80.4,14702,1182040.8,1182040.8,Financials,2977209,US88224Q1076,NASDAQ
COUP,COUPA SOFTWARE INC,Equity,0.01,73.87,15988,1181033.56,1181033.56,Information Technology,BD87XR1,US22266L1061,NASDAQ
SLAB,SILICON LABORATORIES INC,Equity,0.01,91.22,12930,1179474.6,1179474.6,Information Technology,2568131,US8269191024,NASDAQ
SBRA,SABRA HEALTH CARE REIT INC,Equity,0.01,22.5,52351,1177897.5,1177897.5,Real Estate,B5NLBP6,US78573L1061,NASDAQ
AGCO,AGCO CORP,Equity,0.01,60.21,19548,1176985.08,1176985.08,Industrials,2010278,US0010841023,New York Stock Exchange Inc.
EVR,EVERCORE INC CLASS A,Equity,0.01,97.57,12028,1173571.96,1173571.96,Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
NJR,NEW JERSEY RESOURCES CORP,Equity,0.01,45.8,25584,1171747.2,1171747.2,Utilities,2630513,US6460251068,New York Stock Exchange Inc.
CLF,CLEVELAND CLIFFS INC,Equity,0.01,12.58,92975,1169625.5,1169625.5,Materials,BYVZ186,US1858991011,New York Stock Exchange Inc.
APLE,APPLE HOSPITALITY REIT INC,Equity,0.01,17.24,67798,1168837.52,1168837.52,Real Estate,BXRTX56,US03784Y2000,New York Stock Exchange Inc.
VSM,VERSUM MATERIALS INC,Equity,0.01,35.97,32417,1166039.49,1166039.49,Information Technology,BD37KN1,US92532W1036,New York Stock Exchange Inc.
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Equity,0.01,85.26,13633,1162349.58,1162349.58,Real Estate,B8QV5C9,US78377T1079,New York Stock Exchange Inc.
NEWR,NEW RELIC INC,Equity,0.01,87.62,13273,1162980.26,1162980.26,Information Technology,BT6T3N7,US64829B1008,New York Stock Exchange Inc.
ASGN,ASGN INC,Equity,0.01,76.46,15123,1156304.58,1156304.58,Industrials,BFY8W20,US00191U1025,New York Stock Exchange Inc.
UAA,UNDER ARMOUR INC CLASS A,Equity,0.01,20.21,57218,1156375.78,1156375.78,Consumer Discretionary,B0PZN11,US9043111072,New York Stock Exchange Inc.
HWC,HANCOCK WHITNEY CORP,Equity,0.01,46.79,24698,1155619.42,1155619.42,Financials,2415497,US4101201097,NASDAQ
MBFI,MB FINANCIAL INC,Equity,0.01,46.12,24968,1151524.16,1151524.16,Financials,2817651,US55264U1088,NASDAQ
SIG,SIGNET JEWELERS LTD,Equity,0.01,62.96,18275,1150594,1150594,Consumer Discretionary,B3CTNK6,BMG812761002,New York Stock Exchange Inc.
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.01,43.05,26724,1150468.2,1150468.2,Communication,BD8QGF7,US5312294094,NASDAQ
ENDP,ENDO INTERNATIONAL PLC,Equity,0.01,17.16,67024,1150131.84,1150131.84,Health Care,BJ3V905,IE00BJ3V9050,NASDAQ
FFIN,FIRST FINANCIAL BANKSHARES INC,Equity,0.01,57.97,19844,1150356.68,1150356.68,Financials,2266026,US32020R1095,NASDAQ
LHO,LASALLE HOTEL PROPERTIES REIT,Equity,0.01,33.88,33817,1145719.96,1145719.96,Real Estate,2240161,US5179421087,New York Stock Exchange Inc.
ENS,ENERSYS,Equity,0.01,86.66,13142,1138885.72,1138885.72,Industrials,B020GQ5,US29275Y1029,New York Stock Exchange Inc.
FR,FIRST INDUSTRIAL REALTY TRUST INC,Equity,0.01,31.31,36389,1139339.59,1139339.59,Real Estate,2360757,US32054K1034,New York Stock Exchange Inc.
MSM,MSC INDUSTRIAL INC CLASS A,Equity,0.01,87.13,13057,1137656.41,1137656.41,Industrials,2567655,US5535301064,New York Stock Exchange Inc.
LPX,LOUISIANA PACIFIC CORP,Equity,0.01,26.15,43448,1136165.2,1136165.2,Materials,2535243,US5463471053,New York Stock Exchange Inc.
AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.01,74.14,15330,1136566.2,1136566.2,Health Care,BCBVTX1,US00847X1046,NASDAQ
AAN,AARONS INC,Equity,0.01,53.69,21152,1135650.88,1135650.88,Consumer Discretionary,2002918,US0025353006,New York Stock Exchange Inc.
TCF,TCF FINANCIAL CORP,Equity,0.01,23.48,48227,1132369.96,1132369.96,Financials,2868455,US8722751026,New York Stock Exchange Inc.
JBGS,JBG SMITH PROPERTIES,Equity,0.01,36.63,30914,1132379.82,1132379.82,Real Estate,BD3BX01,US46590V1008,New York Stock Exchange Inc.
CABO,CABLE ONE INC,Equity,0.01,877.77,1288,1130567.76,1130567.76,Communication,BZ07DS4,US12685J1051,New York Stock Exchange Inc.
CBT,CABOT CORP,Equity,0.01,63.29,17836,1128840.44,1128840.44,Materials,2162500,US1270551013,New York Stock Exchange Inc.
RLJ,RLJ LODGING TRUST REIT TRUST,Equity,0.01,21.61,52276,1129684.36,1129684.36,Real Estate,B3PY1N7,US74965L1017,New York Stock Exchange Inc.
OAS,OASIS PETROLEUM INC,Equity,0.01,14.13,79836,1128082.68,1128082.68,Energy,B64R5J2,US6742151086,New York Stock Exchange Inc.
JBT,JOHN BEAN TECHNOLOGIES CORP,Equity,0.01,115.6,9762,1128487.2,1128487.2,Industrials,B3BRJZ8,US4778391049,New York Stock Exchange Inc.
ALE,ALLETE INC,Equity,0.01,75.26,14950,1125137,1125137,Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
STAY,EXTENDED STAY AMERICA UNITS INC,Equity,0.01,19.62,57265,1123539.3,1123539.3,Consumer Discretionary,BGH3F75,US30224P2002,NASDAQ
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Equity,0.01,33.26,33727,1121760.02,1121760.02,Financials,B94QHZ0,US09257W1009,New York Stock Exchange Inc.
GMED,GLOBUS MEDICAL INC CLASS A,Equity,0.01,53.48,20975,1121743,1121743,Health Care,B7D65M0,US3795772082,New York Stock Exchange Inc.
RBC,REGAL BELOIT CORP,Equity,0.01,83.05,13508,1121839.4,1121839.4,Industrials,2730082,US7587501039,New York Stock Exchange Inc.
RAMP,LIVERAMP HOLDINGS INC,Equity,0.01,46.69,23983,1119766.27,1119766.27,Information Technology,BGLN838,US53815P1084,New York Stock Exchange Inc.
SMTC,SEMTECH CORP,Equity,0.01,54.5,20480,1116160,1116160,Information Technology,2795542,US8168501018,NASDAQ
NVCR,NOVOCURE LTD,Equity,0.01,51.82,21516,1114959.12,1114959.12,Health Care,BYSS4X4,JE00BYSS4X48,NASDAQ
YELP,YELP INC,Equity,0.01,47.5,23453,1114017.5,1114017.5,Communication,B7KCD72,US9858171054,New York Stock Exchange Inc.
AAXN,AXON ENTERPRISE INC,Equity,0.01,64.23,17334,1113362.82,1113362.82,Industrials,BDT5S35,US05464C1018,NASDAQ
JCOM,J2 GLOBAL INC,Equity,0.01,79.41,13981,1110231.21,1110231.21,Information Technology,B75DGJ3,US48123V1026,NASDAQ
STMP,STAMPS.COM INC,Equity,0.01,212.93,5207,1108726.51,1108726.51,Consumer Discretionary,B013D75,US8528572006,NASDAQ
PRSP,PERSPECTA INC,Equity,0.01,25.66,43112,1106253.92,1106253.92,Information Technology,BZ5YFM8,US7153471005,New York Stock Exchange Inc.
TWO,TWO HARBORS INVESTMENT REIT CORP,Equity,0.01,14.92,74083,1105318.36,1105318.36,Financials,BD832H2,US90187B4086,New York Stock Exchange Inc.
RARE,ULTRAGENYX PHARMACEUTICAL INC,Equity,0.01,76.61,14418,1104562.98,1104562.98,Health Care,BJ62Z18,US90400D1081,NASDAQ
BKU,BANKUNITED INC,Equity,0.01,34.84,31652,1102755.68,1102755.68,Financials,B3NNTZ4,US06652K1034,New York Stock Exchange Inc.
HEI,HEICO CORP,Equity,0.01,91.59,12034,1102194.06,1102194.06,Industrials,2419217,US4228061093,New York Stock Exchange Inc.
TTEK,TETRA TECH INC,Equity,0.01,67.78,16248,1101289.44,1101289.44,Industrials,2883890,US88162G1031,NASDAQ
CHFC,CHEMICAL FINANCIAL CORP,Equity,0.01,52.34,21026,1100500.84,1100500.84,Financials,2190277,US1637311028,NASDAQ
SM,SM ENERGY,Equity,0.01,32.41,33904,1098828.64,1098828.64,Energy,2764188,US78454L1008,New York Stock Exchange Inc.
MIC,MACQUARIE INFRASTRUCTURE CORP,Equity,0.01,45.51,24077,1095744.27,1095744.27,Industrials,B1Z4VB1,US55608B1052,New York Stock Exchange Inc.
ATI,ALLEGHENY TECHNOLOGIES INC,Equity,0.01,29.29,37391,1095182.39,1095182.39,Materials,2526117,US01741R1023,New York Stock Exchange Inc.
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Equity,0.01,450.39,2426,1092646.14,1092646.14,Financials,2355582,US31946M1036,NASDAQ
KMT,KENNAMETAL INC,Equity,0.01,43.28,25180,1089790.4,1089790.4,Industrials,2488121,US4891701009,New York Stock Exchange Inc.
RRC,RANGE RESOURCES CORP,Equity,0.01,17.29,62982,1088958.78,1088958.78,Energy,2523334,US75281A1097,New York Stock Exchange Inc.
LITE,LUMENTUM HOLDINGS INC,Equity,0.01,60.21,18084,1088837.64,1088837.64,Information Technology,BYM9ZP2,US55024U1097,NASDAQ
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.01,8.77,123992,1087409.84,1087409.84,Real Estate,2229922,US2227951066,New York Stock Exchange Inc.
VLY,VALLEY NATIONAL,Equity,0.01,11.23,96827,1087367.21,1087367.21,Financials,2935326,US9197941076,New York Stock Exchange Inc.
FCFS,FIRSTCASH INC,Equity,0.01,79.74,13597,1084224.78,1084224.78,Financials,BZCG9B4,US33767D1054,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.01,71.1,15247,1084061.7,1084061.7,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.01,37.15,29175,1083851.25,1083851.25,Information Technology,2232351,US2254471012,NASDAQ
AEO,AMERICAN EAGLE OUTFITTERS INC,Equity,0.01,22.9,47165,1080078.5,1080078.5,Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.
UA,UNDER ARMOUR INC CLASS C,Equity,0.01,18.52,58233,1078475.16,1078475.16,Consumer Discretionary,BDF9YM2,US9043112062,New York Stock Exchange Inc.
CLH,CLEAN HARBORS INC,Equity,0.01,70.14,15384,1079033.76,1079033.76,Industrials,2202473,US1844961078,New York Stock Exchange Inc.
WRI,WEINGARTEN REALTY INVESTORS REIT,Equity,0.01,29.22,36799,1075266.78,1075266.78,Real Estate,2946618,US9487411038,New York Stock Exchange Inc.
SCCO,SOUTHERN COPPER CORP,Equity,0.01,43.62,24627,1074229.74,1074229.74,Materials,2823777,US84265V1052,New York Stock Exchange Inc.
NAVI,NAVIENT CORP,Equity,0.01,13.53,79131,1070642.43,1070642.43,Financials,BLP5GX1,US63938C1080,NASDAQ
ROLL,RBC BEARINGS INC,Equity,0.01,151.45,7057,1068782.65,1068782.65,Industrials,B0GLYB5,US75524B1044,NASDAQ
SKX,SKECHERS USA INC CLASS A,Equity,0.01,26.74,39804,1064358.96,1064358.96,Consumer Discretionary,2428042,US8305661055,New York Stock Exchange Inc.
ADNT,ADIENT PLC,Equity,0.01,37.62,28260,1063141.2,1063141.2,Consumer Discretionary,BD845X2,IE00BD845X29,New York Stock Exchange Inc.
SRC,SPIRIT REALTY CAPITAL REIT INC,Equity,0.01,7.9,134640,1063656,1063656,Real Estate,BBVHWR7,US84860W1027,New York Stock Exchange Inc.
UBSI,UNITED BANKSHARES INC,Equity,0.01,35.51,29817,1058801.67,1058801.67,Financials,2905794,US9099071071,NASDAQ
WMGI,WRIGHT MEDICAL GROUP NV,Equity,0.01,28.34,37356,1058669.04,1058669.04,Health Care,BZ2JCC5,NL0011327523,NASDAQ
MTDR,MATADOR RESOURCES,Equity,0.01,33.11,31909,1056506.99,1056506.99,Energy,B7MSLL8,US5764852050,New York Stock Exchange Inc.
MMSI,MERIT MEDICAL SYSTEMS INC,Equity,0.01,65.51,16076,1053138.76,1053138.76,Health Care,2580555,US5898891040,NASDAQ
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Equity,0.01,15.99,65809,1052285.91,1052285.91,Real Estate,B034LG1,US8678921011,New York Stock Exchange Inc.
UNVR,UNIVAR INC,Equity,0.01,30.83,34112,1051672.96,1051672.96,Industrials,BZ07PN3,US91336L1070,New York Stock Exchange Inc.
NUVA,NUVASIVE INC,Equity,0.01,69.86,15050,1051393,1051393,Health Care,B00GJC2,US6707041058,NASDAQ
GBCI,GLACIER BANCORP INC,Equity,0.01,42.44,24756,1050644.64,1050644.64,Financials,2370585,US37637Q1058,NASDAQ
SR,SPIRE INC,Equity,0.01,72.88,14395,1049107.6,1049107.6,Utilities,BYXJQG9,US84857L1017,New York Stock Exchange Inc.
DK,DELEK US HOLDINGS INC,Equity,0.01,42.51,24647,1047743.97,1047743.97,Energy,BF5P189,US24665A1034,New York Stock Exchange Inc.
MSA,MSA SAFETY INC,Equity,0.01,104.18,10059,1047946.62,1047946.62,Industrials,BKM4S16,US5534981064,New York Stock Exchange Inc.
CNO,CNO FINANCIAL GROUP INC,Equity,0.01,20.89,50105,1046693.45,1046693.45,Financials,2657750,US12621E1038,New York Stock Exchange Inc.
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,0.01,80.99,12920,1046390.8,1046390.8,Communication,2949758,US65336K1034,NASDAQ
BCO,BRINKS,Equity,0.01,68.93,15136,1043324.48,1043324.48,Industrials,2691305,US1096961040,New York Stock Exchange Inc.
VSAT,VIASAT INC,Equity,0.01,63.02,16514,1040712.28,1040712.28,Information Technology,2946243,US92552V1008,NASDAQ
CMD,CANTEL MEDICAL CORP,Equity,0.01,91.98,11317,1040937.66,1040937.66,Health Care,2188153,US1380981084,New York Stock Exchange Inc.
SF,STIFEL FINANCIAL CORP,Equity,0.01,50.83,20429,1038406.07,1038406.07,Financials,2849234,US8606301021,New York Stock Exchange Inc.
HR,HEALTHCARE REALTY TRUST REIT INC T,Equity,0.01,28.42,36499,1037301.58,1037301.58,Real Estate,2417921,US4219461047,New York Stock Exchange Inc.
CIM,CHIMERA INVESTMENT CORP,Equity,0.01,18.05,57453,1037026.65,1037026.65,Financials,BVZCNC0,US16934Q2084,New York Stock Exchange Inc.
TSE,TRINSEO,Equity,0.01,78.77,13153,1036061.81,1036061.81,Materials,BN65SJ4,LU1057788488,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Equity,0.01,52.73,19643,1035775.39,1035775.39,Information Technology,2239471,US5627501092,NASDAQ
POL,POLYONE CORP,Equity,0.01,43.11,23904,1030501.44,1030501.44,Materials,2624561,US73179P1066,New York Stock Exchange Inc.
TCO,TAUBMAN CENTERS REIT INC,Equity,0.01,58.53,17598,1030010.94,1030010.94,Real Estate,2872252,US8766641034,New York Stock Exchange Inc.
HI,HILLENBRAND INC,Equity,0.01,52.31,19642,1027473.02,1027473.02,Industrials,B2QGDP1,US4315711089,New York Stock Exchange Inc.
BCPC,BALCHEM CORP,Equity,0.01,108.75,9447,1027361.25,1027361.25,Materials,2072074,US0576652004,NASDAQ
TRCO,TRIBUNE MEDIA COMPANY CLASS A,Equity,0.01,37.94,27067,1026921.98,1026921.98,Communication,B9GRTP5,US8960475031,New York Stock Exchange Inc.
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.01,60.46,16933,1023769.18,1023769.18,Financials,2766173,US8163001071,NASDAQ
NEOG,NEOGEN CORP,Equity,0.01,69.34,14766,1023874.44,1023874.44,Health Care,2630085,US6404911066,NASDAQ
TKR,TIMKEN,Equity,0.01,49.72,20504,1019458.88,1019458.88,Industrials,2892807,US8873891043,New York Stock Exchange Inc.
FLO,FLOWERS FOODS INC,Equity,0.01,18.61,54694,1017855.34,1017855.34,Consumer Staples,2744243,US3434981011,New York Stock Exchange Inc.
BRKR,BRUKER CORP,Equity,0.01,33.74,30161,1017632.14,1017632.14,Health Care,2616137,US1167941087,NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.01,78.96,12868,1016057.28,1016057.28,Information Technology,BDTZZG7,US8086251076,New York Stock Exchange Inc.
USG,USG CORP,Equity,0.01,42.88,23560,1010252.8,1010252.8,Industrials,2910602,US9032934054,New York Stock Exchange Inc.
APY,APERGY CORP,Equity,0.01,43.01,23419,1007251.19,1007251.19,Energy,BFXZQZ3,US03755L1044,New York Stock Exchange Inc.
HELE,HELEN OF TROY LTD,Equity,0.01,128.76,7816,1006388.16,1006388.16,Consumer Discretionary,2419530,BMG4388N1065,NASDAQ
CHDN,CHURCHILL DOWNS INC,Equity,0.01,280.82,3578,1004773.96,1004773.96,Consumer Discretionary,2194105,US1714841087,NASDAQ
BOH,BANK OF HAWAII CORP.,Equity,0.01,78.51,12704,997391.04,997391.04,Financials,2074070,US0625401098,New York Stock Exchange Inc.
HOMB,HOME BANCSHARES INC,Equity,0.01,21.17,46990,994778.3,994778.3,Financials,B17MTL9,US4368932004,NASDAQ
H,HYATT HOTELS CORP CLASS A,Equity,0.01,77.89,12767,994421.63,994421.63,Consumer Discretionary,B5B82X4,US4485791028,New York Stock Exchange Inc.
GATX,GATX CORP,Equity,0.01,86.13,11522,992389.86,992389.86,Industrials,2362128,US3614481030,New York Stock Exchange Inc.
SXT,SENSIENT TECHNOLOGIES CORP,Equity,0.01,76.59,12955,992223.45,992223.45,Materials,2923741,US81725T1007,New York Stock Exchange Inc.
UMBF,UMB FINANCIAL CORP,Equity,0.01,70.55,14050,991227.5,991227.5,Financials,2918510,US9027881088,NASDAQ
ENR,ENERGIZER HOLDINGS INC,Equity,0.01,57.19,17331,991159.89,991159.89,Consumer Staples,BYZFPN5,US29272W1099,New York Stock Exchange Inc.
AMED,AMEDISYS INC,Equity,0.01,117.89,8363,985914.07,985914.07,Health Care,2024332,US0234361089,NASDAQ
B,BARNES GROUP INC,Equity,0.01,69.84,14099,984674.16,984674.16,Industrials,2080732,US0678061096,New York Stock Exchange Inc.
MFA,MFA FINANCIAL REIT INC,Equity,0.01,7.31,134765,985132.15,985132.15,Financials,2418162,US55272X1028,New York Stock Exchange Inc.
NCR,NCR CORP,Equity,0.01,27.74,35470,983937.8,983937.8,Information Technology,2632650,US62886E1082,New York Stock Exchange Inc.
UNIT,UNITI GROUP INC,Equity,0.01,19.93,49369,983924.17,983924.17,Real Estate,BD6VBR1,US91325V1089,NASDAQ
SFM,SPROUTS FARMERS MARKET INC,Equity,0.01,26.87,36530,981561.1,981561.1,Consumer Staples,BCGCR79,US85208M1027,NASDAQ
