Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
CHSP,CHESAPEAKE LODGING TRUST REIT TRUS,Equity,0.01,31.76,17478,555101.28,555101.28,Real Estate,B4TC8L1,US1652401027,New York Stock Exchange Inc.
NTCT,NETSCOUT SYSTEMS INC,Equity,0.01,24.47,22693,555297.71,555297.71,Information Technology,2447285,US64115T1043,NASDAQ
NXTM,NXSTAGE MEDICAL INC,Equity,0.01,27.69,20034,554741.46,554741.46,Health Care,B0J2NW9,US67072V1035,NASDAQ
YEXT,YEXT INC,Equity,0.01,22.72,24396,554277.12,554277.12,Information Technology,BD8ZJW2,US98585N1063,New York Stock Exchange Inc.
CLI,MACK-CALI REALTY REIT CORP,Equity,0.01,20.13,27478,553132.14,553132.14,Real Estate,2192314,US5544891048,New York Stock Exchange Inc.
GIII,G III APPAREL GROUP LTD,Equity,0.01,43.32,12764,552936.48,552936.48,Consumer Discretionary,2369721,US36237H1014,NASDAQ
MB,MINDBODY INC CLASS A,Equity,0.01,40.06,13783,552146.98,552146.98,Information Technology,BZ07SJ0,US60255W1053,NASDAQ
TNDM,TANDEM DIABETES CARE INC,Equity,0.01,35.64,15504,552562.56,552562.56,Health Care,BF3W461,US8753722037,NASDAQ
MAXR,MAXAR TECHNOLOGIES LTD,Equity,0.01,32.36,17040,551414.4,551414.4,Industrials,BF92JD7,CA57778L1031,New York Stock Exchange Inc.
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Equity,0.01,21.1,26075,550182.5,550182.5,Health Care,BFNF1D6,US03168L1052,New York Stock Exchange Inc.
IOSP,INNOSPEC INC,Equity,0.01,74.16,7396,548487.36,548487.36,Materials,2245597,US45768S1050,NASDAQ
SEM,SELECT MEDICAL HOLDINGS CORP,Equity,0.01,18.04,30272,546106.88,546106.88,Health Care,B4MF0Q6,US81619Q1058,New York Stock Exchange Inc.
BID,SOTHEBYS,Equity,0.01,48.37,11292,546194.04,546194.04,Consumer Discretionary,2822406,US8358981079,New York Stock Exchange Inc.
POWI,POWER INTEGRATIONS INC,Equity,0.01,61.37,8897,546008.89,546008.89,Information Technology,2133045,US7392761034,NASDAQ
BCOR,BLUCORA INC,Equity,0.01,36.53,14918,544954.54,544954.54,Financials,B8L2DV2,US0952291005,NASDAQ
KALU,KAISER ALUMINIUM CORP,Equity,0.01,109.56,4980,545608.8,545608.8,Materials,B15CJ33,US4830077040,NASDAQ
ADSW,ADVANCED DISPOSAL SERVICES INC,Equity,0.01,26.61,20472,544759.92,544759.92,Industrials,BYMM8B8,US00790X1019,New York Stock Exchange Inc.
MGLN,MAGELLAN HEALTH INC,Equity,0.01,71.69,7598,544700.62,544700.62,Health Care,2307787,US5590792074,NASDAQ
GCP,GCP APPLIED TECHNOLOGIES INC,Equity,0.01,26.34,20623,543209.82,543209.82,Materials,BYW8TV3,US36164Y1010,New York Stock Exchange Inc.
MIK,MICHAELS COMPANIES INC,Equity,0.01,15.75,34493,543264.75,543264.75,Consumer Discretionary,BNG83R6,US59408Q1067,NASDAQ
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Equity,0.01,15.63,34799,543908.37,543908.37,Financials,B5ZW0F0,US46131B1008,New York Stock Exchange Inc.
DDD,3D SYSTEMS CORP,Equity,0.01,17.58,30766,540866.28,540866.28,Information Technology,2889768,US88554D2053,New York Stock Exchange Inc.
MATX,MATSON INC,Equity,0.01,39.54,13649,539681.46,539681.46,Industrials,B8GNC91,US57686G1058,New York Stock Exchange Inc.
ZGNX,ZOGENIX INC,Equity,0.01,43.37,12397,537657.89,537657.89,Health Care,BYTJZL1,US98978L2043,NASDAQ
EGHT,8X8 INC,Equity,0.01,20.09,26753,537467.77,537467.77,Information Technology,2037170,US2829141009,New York Stock Exchange Inc.
CVA,COVANTA HOLDING CORP,Equity,0.01,15.76,33895,534185.2,534185.2,Industrials,2255778,US22282E1029,New York Stock Exchange Inc.
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Equity,0.01,18.61,28575,531780.75,531780.75,Consumer Discretionary,BVG7F06,GB00BVG7F061,New York Stock Exchange Inc.
PSMT,PRICESMART INC,Equity,0.01,78.57,6763,531368.91,531368.91,Consumer Staples,2092942,US7415111092,NASDAQ
BL,BLACKLINE INC,Equity,0.01,52.33,10103,528689.99,528689.99,Information Technology,BD3WZS6,US09239B1098,NASDAQ
THRM,GENTHERM INC,Equity,0.01,44.7,11843,529382.1,529382.1,Consumer Discretionary,B8JFD24,US37253A1034,NASDAQ
GBT,GLOBAL BLOOD THERAPEUTICS INC,Equity,0.01,35.19,15029,528870.51,528870.51,Health Care,BZ05388,US37890U1088,NASDAQ
XNCR,XENCOR INC,Equity,0.01,38.04,13895,528565.8,528565.8,Health Care,BGCYWN8,US98401F1057,NASDAQ
SEMG,SEMGROUP CORP CLASS A,Equity,0.01,22.23,23713,527139.99,527139.99,Energy,B547XN5,US81663A1051,New York Stock Exchange Inc.
PPBI,PACFIC PREMIER BANCORP INC,Equity,0.01,36.47,14451,527027.97,527027.97,Financials,2767217,US69478X1054,NASDAQ
WERN,WERNER ENTERPRISES INC,Equity,0.01,35.03,15058,527481.74,527481.74,Industrials,2948852,US9507551086,NASDAQ
BKD,BROOKDALE SENIOR LIVING INC,Equity,0.01,9.35,56305,526451.75,526451.75,Health Care,B0PZN33,US1124631045,New York Stock Exchange Inc.
EVH,EVOLENT HEALTH INC CLASS A,Equity,0.01,26.69,19626,523817.94,523817.94,Health Care,BYLY8H1,US30050B1017,New York Stock Exchange Inc.
LXP,LEXINGTON REALTY TRUST REIT TRUST,Equity,0.01,8,65256,522048,522048,Real Estate,2139151,US5290431015,New York Stock Exchange Inc.
RRR,RED ROCK RESORTS ORS CLASS A INC,Equity,0.01,25.87,20157,521461.59,521461.59,Consumer Discretionary,BYY9947,US75700L1089,NASDAQ
SCL,STEPAN,Equity,0.01,85.55,6104,522197.2,522197.2,Materials,2845005,US8585861003,New York Stock Exchange Inc.
DNOW,NOW INC,Equity,0.01,16.54,31467,520464.18,520464.18,Industrials,BMH0MV1,US67011P1003,New York Stock Exchange Inc.
PNK,PINNACLE ENTERTAINMENT INC,Equity,0.01,34.06,15242,519142.52,519142.52,Consumer Discretionary,BDCTLY6,US72348Y1055,NASDAQ
CUB,CUBIC CORP,Equity,0.01,71.03,7306,518945.18,518945.18,Industrials,2239266,US2296691064,New York Stock Exchange Inc.
BLMN,BLOOMIN BRANDS INC,Equity,0.01,19.66,26302,517097.32,517097.32,Consumer Discretionary,B847RJ0,US0942351083,NASDAQ
WAGE,WAGEWORKS INC,Equity,0.01,41.9,12348,517381.2,517381.2,Industrials,B6WG4R2,US9304271094,New York Stock Exchange Inc.
ARCH,ARCH COAL INC CLASS A,Equity,0.01,92.63,5569,515856.47,515856.47,Energy,BYYHNV6,US0393804077,New York Stock Exchange Inc.
ARWR,ARROWHEAD PHARMACEUTICALS INC,Equity,0.01,19.7,26112,514406.4,514406.4,Health Care,BYQBFJ8,US04280A1007,NASDAQ
HTLF,HEARTLAND FINANCIAL USA INC,Equity,0.01,56.99,9026,514391.74,514391.74,Financials,2828147,US42234Q1022,NASDAQ
TREE,LENDINGTREE INC,Equity,0.01,216.03,2377,513503.31,513503.31,Financials,BV8TD84,US52603B1070,NASDAQ
SHEN,SHENANDOAH TELECOMMUNICATIONS,Equity,0.01,38.49,13291,511570.59,511570.59,Communication,2676692,US82312B1061,NASDAQ
DOOR,MASONITE INTERNATIONAL CORP,Equity,0.01,62.57,8166,510946.62,510946.62,Industrials,BCZM468,CA5753851099,New York Stock Exchange Inc.
TUP,TUPPERWARE BRANDS CORP,Equity,0.01,33.22,15322,508996.84,508996.84,Consumer Discretionary,2872069,US8998961044,New York Stock Exchange Inc.
NSIT,INSIGHT ENTERPRISES INC,Equity,0.01,50.38,10102,508938.76,508938.76,Information Technology,2475060,US45765U1034,NASDAQ
BGS,B AND G FOODS INC,Equity,0.01,26.47,19206,508382.82,508382.82,Consumer Staples,B034L49,US05508R1068,New York Stock Exchange Inc.
ALRM,ALARM.COM HOLDINGS INC,Equity,0.01,55.1,9231,508628.1,508628.1,Information Technology,BYN7H26,US0116421050,NASDAQ
BIG,BIG LOTS INC,Equity,0.01,41.21,12262,505317.02,505317.02,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
SAIL,SAILPOINT TECHNOLOGIES HOLDINGS IN,Equity,0.01,32.12,15753,505986.36,505986.36,Information Technology,BD390V5,US78781P1057,New York Stock Exchange Inc.
GRPN,GROUPON INC,Equity,0.01,3.81,132320,504139.2,504139.2,Consumer Discretionary,B77D163,US3994731079,NASDAQ
TRTN,TRITON INTERNATIONAL LTD,Equity,0.01,32.05,15694,502992.7,502992.7,Industrials,BDBBB21,BMG9078F1077,New York Stock Exchange Inc.
PRAA,PRA GROUP INC,Equity,0.01,35.98,13911,500517.78,500517.78,Financials,BSHZ3P9,US69354N1063,NASDAQ
ATU,ACTUANT CORP CLASS A,Equity,0.01,27.75,18002,499555.5,499555.5,Industrials,2716792,US00508X2036,New York Stock Exchange Inc.
ANAB,ANAPTYSBIO INC,Equity,0.01,93.51,5331,498501.81,498501.81,Health Care,BDRW1L7,US0327241065,NASDAQ
ESE,ESCO TECHNOLOGIES INC,Equity,0.01,66.37,7506,498173.22,498173.22,Industrials,2321583,US2963151046,New York Stock Exchange Inc.
MWA,MUELLER WATER PRODUCTS INC SERIES,Equity,0.01,11.32,43978,497830.96,497830.96,Industrials,B15RZR4,US6247581084,New York Stock Exchange Inc.
SPPI,SPECTRUM PHARMACEUTICALS INC,Equity,0.01,16.72,29756,497520.32,497520.32,Health Care,2982924,US84763A1088,NASDAQ
BEL,BELMOND LTD CLASS A,Equity,0.01,18.04,27536,496749.44,496749.44,Consumer Discretionary,BNFZBM9,BMG1154H1079,New York Stock Exchange Inc.
SNHY,SUN HYDRAULICS CORP,Equity,0.01,53.53,9280,496758.4,496758.4,Industrials,2819282,US8669421054,NASDAQ
MLI,MUELLER INDUSTRIES INC,Equity,0.01,28.18,17606,496137.08,496137.08,Industrials,2609717,US6247561029,New York Stock Exchange Inc.
MANT,MANTECH INTERNATIONAL CORP CLASS A,Equity,0.01,61.12,8098,494949.76,494949.76,Information Technology,2825308,US5645631046,NASDAQ
HMN,HORACE MANN EDUCATORS CORP,Equity,0.01,43.32,11413,494411.16,494411.16,Financials,2437112,US4403271046,New York Stock Exchange Inc.
SFBS,SERVISFIRST BANCSHARES INC,Equity,0.01,37.88,13069,495053.72,495053.72,Financials,BMH0MP5,US81768T1088,NASDAQ
SPSC,SPS COMMERCE INC,Equity,0.01,95.04,5196,493827.84,493827.84,Information Technology,B57VWJ3,US78463M1071,NASDAQ
MNTA,MOMENTA PHARMACEUTICALS INC,Equity,0.01,22.99,21437,492836.63,492836.63,Health Care,B018VB0,US60877T1007,NASDAQ
FCPT,FOUR CORNERS PROPERTY INC TRUST,Equity,0.01,25.23,19519,492464.37,492464.37,Real Estate,BZ16HK0,US35086T1097,New York Stock Exchange Inc.
CLDR,CLOUDERA INC,Equity,0.01,16.9,29075,491367.5,491367.5,Information Technology,BYQHPY1,US18914U1007,New York Stock Exchange Inc.
MRC,MRC GLOBAL INC,Equity,0.01,18.49,26524,490428.76,490428.76,Industrials,B7M66F1,US55345K1034,New York Stock Exchange Inc.
WDR,WADDELL AND REED FINANCIAL INC CLA,Equity,0.01,20.61,23729,489054.69,489054.69,Financials,2156503,US9300591008,New York Stock Exchange Inc.
EFII,ELECTRONICS FOR IMAGING INC,Equity,0.01,33.54,14593,489449.22,489449.22,Information Technology,2310202,US2860821022,NASDAQ
SHAK,SHAKE SHACK INC CLASS A,Equity,0.01,60.6,8076,489405.6,489405.6,Consumer Discretionary,BV0LCR0,US8190471016,New York Stock Exchange Inc.
UVV,UNIVERSAL CORP,Equity,0.01,64.83,7539,488753.37,488753.37,Consumer Staples,2923804,US9134561094,New York Stock Exchange Inc.
AROC,ARCHROCK INC,Equity,0.01,12.18,39966,486785.88,486785.88,Energy,BYRGSX7,US03957W1062,New York Stock Exchange Inc.
LTC,LTC PROPERTIES REIT INC,Equity,0.01,43.21,11261,486587.81,486587.81,Real Estate,2498788,US5021751020,New York Stock Exchange Inc.
FN,FABRINET,Equity,0.01,46.02,10552,485603.04,485603.04,Information Technology,B4JSZL8,KYG3323L1005,New York Stock Exchange Inc.
JELD,JELD WEN HOLDING INC,Equity,0.01,24.22,20075,486216.5,486216.5,Industrials,BYM4WL2,US47580P1030,New York Stock Exchange Inc.
NGHC,NATIONAL GENERAL HOLDINGS CORP,Equity,0.01,26.3,18462,485550.6,485550.6,Financials,BJ35QL7,US6362203035,NASDAQ
NWS,NEWS CORP CLASS B,Equity,0.01,13.39,36181,484463.59,484463.59,Communication,BBGVT51,US65249B2088,NASDAQ
ATRA,ATARA BIOTHERAPEUTICS INC,Equity,0.01,39.77,12163,483722.51,483722.51,Health Care,BP4WT09,US0465131078,NASDAQ
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Equity,0.01,15.69,30811,483424.59,483424.59,Financials,2351546,US3198291078,New York Stock Exchange Inc.
AIR,AAR CORP,Equity,0.01,45.34,10642,482508.28,482508.28,Industrials,2001119,US0003611052,New York Stock Exchange Inc.
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0.01,47.37,10171,481800.27,481800.27,Financials,2912374,US91359V1070,New York Stock Exchange Inc.
ONCE,SPARK THERAPEUTICS INC,Equity,0.01,50.94,9440,480873.6,480873.6,Health Care,BVGCLQ9,US84652J1034,NASDAQ
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Equity,0.01,47.41,10125,480026.25,480026.25,Consumer Discretionary,2943523,US70959W1036,New York Stock Exchange Inc.
EGBN,EAGLE BANCORP INC,Equity,0.01,49.9,9623,480187.7,480187.7,Financials,2648055,US2689481065,NASDAQ
ADC,AGREE REALTY REIT CORP,Equity,0.01,52.4,9127,478254.8,478254.8,Real Estate,2062161,US0084921008,New York Stock Exchange Inc.
AFSI,AMTRUST FINANCIAL SERVICES INC,Equity,0.01,14.41,33197,478368.77,478368.77,Financials,B1H4YP4,US0323593097,NASDAQ
SYNA,SYNAPTICS INC,Equity,0.01,43.32,11034,477992.88,477992.88,Information Technology,2839268,US87157D1090,NASDAQ
NE,NOBLE PLC,Equity,0.01,7,67934,475538,475538,Energy,BFG3KF2,GB00BFG3KF26,New York Stock Exchange Inc.
PEGI,PATTERN ENERGY GROUP INC CLASS A,Equity,0.01,20.04,23750,475950,475950,Utilities,BD4R4G1,US70338P1003,NASDAQ
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Equity,0.01,44.37,10715,475424.55,475424.55,Financials,B4RGHN0,US32055Y2019,NASDAQ
SONC,SONIC CORP,Equity,0.01,43.24,10976,474602.24,474602.24,Consumer Discretionary,2821113,US8354511052,NASDAQ
BJRI,BJS RESTAURANTS INC,Equity,0.01,68.64,6903,473821.92,473821.92,Consumer Discretionary,2200552,US09180C1062,NASDAQ
WD,WALKER & DUNLOP INC,Equity,0.01,52.32,9041,473025.12,473025.12,Financials,B4TZV44,US93148P1021,New York Stock Exchange Inc.
RAVN,RAVEN INDUSTRIES INC,Equity,0.01,46.19,10239,472939.41,472939.41,Industrials,2725851,US7542121089,NASDAQ
ODP,OFFICE DEPOT INC,Equity,0.01,2.99,157730,471612.7,471612.7,Consumer Discretionary,2655981,US6762201068,NASDAQ
PTLA,PORTOLA PHARMACEUTICALS INC,Equity,0.01,24.19,19502,471753.38,471753.38,Health Care,B93PNR2,US7370101088,NASDAQ
SLCA,US SILICA HOLDINGS INC,Equity,0.01,19.41,24284,471352.44,471352.44,Energy,B7GGNT0,US90346E1038,New York Stock Exchange Inc.
SEAS,SEAWORLD ENTERTAINMENT INC,Equity,0.01,29.43,15971,470026.53,470026.53,Consumer Discretionary,B84KWJ4,US81282V1008,New York Stock Exchange Inc.
MTH,MERITAGE CORP,Equity,0.01,39.95,11713,467934.35,467934.35,Consumer Discretionary,2601326,US59001A1025,New York Stock Exchange Inc.
BHLB,BERKSHIRE HILLS BANCORP INC,Equity,0.01,39.34,11886,467595.24,467595.24,Financials,2606570,US0846801076,New York Stock Exchange Inc.
VRTU,VIRTUSA CORP,Equity,0.01,52.9,8819,466525.1,466525.1,Information Technology,B1YWRN0,US92827P1021,NASDAQ
BLDR,BUILDERS FIRSTSOURCE INC,Equity,0.01,14.08,33079,465752.32,465752.32,Industrials,B0BV2M7,US12008R1077,NASDAQ
AYX,ALTERYX INC CLASS A,Equity,0.01,54.94,8467,465176.98,465176.98,Information Technology,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.
SRG,SERITAGE GROWTH PROPERTIES CLA,Equity,0.01,47.82,9716,464619.12,464619.12,Real Estate,BZ0HC54,US81752R1005,New York Stock Exchange Inc.
MTOR,MERITOR INC,Equity,0.01,19.42,23837,462914.54,462914.54,Industrials,2608349,US59001K1007,New York Stock Exchange Inc.
CVGW,CALAVO GROWERS INC,Equity,0.01,97.57,4746,463067.22,463067.22,Consumer Staples,2859200,US1282461052,NASDAQ
GHDX,GENOMIC HEALTH INC,Equity,0.01,68.63,6746,462977.98,462977.98,Health Care,B0J2NP2,US37244C1018,NASDAQ
SPN,SUPERIOR ENERGY SERVICES INC,Equity,0.01,10.45,44211,462004.95,462004.95,Energy,2806109,US8681571084,New York Stock Exchange Inc.
SGMO,SANGAMO THERAPEUTICS INC,Equity,0.01,15.01,30801,462323.01,462323.01,Health Care,2573083,US8006771062,NASDAQ
PRGS,PROGRESS SOFTWARE CORP,Equity,0.01,34.45,13383,461044.35,461044.35,Information Technology,2705198,US7433121008,NASDAQ
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Equity,0.01,62.08,7419,460571.52,460571.52,Industrials,B01Z8P4,US0491642056,NASDAQ
PFS,PROVIDENT FINANCIAL SERVICES INC,Equity,0.01,23.94,19220,460126.8,460126.8,Financials,2171603,US74386T1051,New York Stock Exchange Inc.
HUBG,HUB GROUP INC CLASS A,Equity,0.01,43.98,10443,459283.14,459283.14,Industrials,2407632,US4433201062,NASDAQ
HTH,HILLTOP HOLDINGS INC,Equity,0.01,19.9,23047,458635.3,458635.3,Financials,2365428,US4327481010,New York Stock Exchange Inc.
LPSN,LIVEPERSON INC,Equity,0.01,24.36,18806,458114.16,458114.16,Information Technology,2577052,US5381461012,NASDAQ
NWBI,NORTHWEST BANCSHARES INC,Equity,0.01,16.79,27277,457980.83,457980.83,Financials,B523Z73,US6673401039,NASDAQ
WABC,WESTAMERICA BANCORPORATION,Equity,0.01,59.26,7703,456479.78,456479.78,Financials,2950374,US9570901036,NASDAQ
CFFN,CAPITOL FEDERAL FINANCIAL INC,Equity,0.01,12.54,36291,455089.14,455089.14,Financials,B3KWJV0,US14057J1016,NASDAQ
NBTB,NBT BANCORP INC,Equity,0.01,37.38,12188,455587.44,455587.44,Financials,2626459,US6287781024,NASDAQ
SPXC,SPX CORP,Equity,0.01,32.65,13921,454520.65,454520.65,Industrials,2787185,US7846351044,New York Stock Exchange Inc.
UNFI,UNITED NATURAL FOODS INC,Equity,0.01,29.83,15235,454460.05,454460.05,Consumer Staples,2895163,US9111631035,NASDAQ
HLI,HOULIHAN LOKEY INC CLASS A,Equity,0.01,44.7,10169,454554.3,454554.3,Financials,BYQ3PM7,US4415931009,New York Stock Exchange Inc.
NVRO,NEVRO CORP,Equity,0.01,55.36,8211,454560.96,454560.96,Health Care,BS7K7C9,US64157F1030,New York Stock Exchange Inc.
STBA,S AND T BANCORP INC,Equity,0.01,42.37,10676,452342.12,452342.12,Financials,2781109,US7838591011,NASDAQ
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Equity,0.01,31.82,14232,452862.24,452862.24,Financials,B8FW545,US04316A1088,New York Stock Exchange Inc.
IPHI,INPHI CORP,Equity,0.01,35.96,12528,450506.88,450506.88,Information Technology,B5TRVW5,US45772F1075,New York Stock Exchange Inc.
OXM,OXFORD INDUSTRIES INC,Equity,0.01,86.17,5231,450755.27,450755.27,Consumer Discretionary,2665300,US6914973093,New York Stock Exchange Inc.
I,INTELSAT SA,Equity,0,30.98,14522,449891.56,449891.56,Communication,B8CP440,LU0914713705,New York Stock Exchange Inc.
FSS,FEDERAL SIGNAL CORP,Equity,0,26.42,17008,449351.36,449351.36,Industrials,2333986,US3138551086,New York Stock Exchange Inc.
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Equity,0,49.34,9058,446921.72,446921.72,Industrials,2568090,US5771281012,NASDAQ
KN,KNOWLES CORP,Equity,0,15.87,28144,446645.28,446645.28,Information Technology,BJTD9L6,US49926D1090,New York Stock Exchange Inc.
NP,NEENAH INC,Equity,0,84.86,5258,446193.88,446193.88,Materials,B03W0P7,US6400791090,New York Stock Exchange Inc.
EIG,EMPLOYERS HOLDINGS INC,Equity,0,43.59,10234,446100.06,446100.06,Financials,B1Q1RR9,US2922181043,New York Stock Exchange Inc.
LZB,LA-Z-BOY INC,Equity,0,30.55,14546,444380.3,444380.3,Consumer Discretionary,2508405,US5053361078,New York Stock Exchange Inc.
AKS,AK STEEL HOLDING CORP,Equity,0,4.83,91782,443307.06,443307.06,Materials,2067735,US0015471081,New York Stock Exchange Inc.
MSGN,MSG NETWORKS INC CLASS A,Equity,0,26.01,17062,443782.62,443782.62,Communication,BYM0M65,US5535731062,New York Stock Exchange Inc.
AAT,AMERICAN ASSETS TRUST REIT INC TRU,Equity,0,36.78,12035,442647.3,442647.3,Real Estate,B3NTLD4,US0240131047,New York Stock Exchange Inc.
HDP,HORTONWORKS INC,Equity,0,21.5,20558,441997,441997,Information Technology,BT6T3L5,US4408941031,NASDAQ
IMPV,IMPERVA INC,Equity,0,44.42,9943,441668.06,441668.06,Information Technology,B523R55,US45321L1008,NASDAQ
TSRO,TESARO INC,Equity,0,39.9,11059,441254.1,441254.1,Health Care,B8BJ9G0,US8815691071,NASDAQ
HF,HFF INC CLASS A,Equity,0,40.55,10865,440575.75,440575.75,Real Estate,B1Q1RT1,US40418F1084,New York Stock Exchange Inc.
MDGL,MADRIGAL PHARMACEUTICALS INC,Equity,0,210.08,2091,439277.28,439277.28,Health Care,BD59BS7,US5588681057,NASDAQ
GME,GAMESTOP CORP CLASS A,Equity,0,14.87,29463,438114.81,438114.81,Consumer Discretionary,B0LLFT5,US36467W1099,New York Stock Exchange Inc.
EVBG,EVERBRIDGE INC,Equity,0,55.11,7931,437077.41,437077.41,Information Technology,BYY5ZB4,US29978A1043,NASDAQ
CENTA,CENTRAL GARDEN AND PET CLASS A,Equity,0,32.95,13238,436192.1,436192.1,Consumer Staples,B1P36Y6,US1535272058,NASDAQ
ECOL,US ECOLOGY INC,Equity,0,71.99,6060,436259.4,436259.4,Industrials,2772396,US91732J1025,NASDAQ
MCRN,MILACRON HOLDINGS CORP,Equity,0,20.17,21612,435914.04,435914.04,Industrials,BYMWL31,US59870L1061,New York Stock Exchange Inc.
OCLR,OCLARO INC,Equity,0,8.89,49112,436605.68,436605.68,Information Technology,B01W5C1,US67555N2062,NASDAQ
SASR,SANDY SPRING BANCORP INC,Equity,0,38.3,11382,435930.6,435930.6,Financials,2148254,US8003631038,NASDAQ
UNT,UNIT CORP,Equity,0,26.88,16207,435644.16,435644.16,Energy,2925833,US9092181091,New York Stock Exchange Inc.
ALGT,ALLEGIANT TRAVEL,Equity,0,122.12,3555,434136.6,434136.6,Industrials,B15M2C3,US01748X1028,NASDAQ
GTN,GRAY TELEVISION INC,Equity,0,17.41,24890,433334.9,433334.9,Communication,2390817,US3893751061,New York Stock Exchange Inc.
CWEN US,CLEARWAY ENERGY INC CLASS C,Equity,0,19.47,22212,432467.64,432467.64,Utilities,BGJRH57,US18539C2044,New York Stock Exchange Inc.
NMIH,NMI HOLDINGS INC CLASS A,Equity,0,22.34,19315,431497.1,431497.1,Financials,BGDW5G5,US6292093050,NASDAQ
EDIT,EDITAS MEDICINE INC,Equity,0,29.11,14831,431730.41,431730.41,Health Care,BZ8FPH3,US28106W1036,NASDAQ
CBPX,CONTINENTAL BUILDING PRODUCTS INC,Equity,0,36.83,11709,431242.47,431242.47,Industrials,BJBQ1S4,US2111711030,New York Stock Exchange Inc.
BMI,BADGER METER INC,Equity,0,52.7,8170,430559,430559,Information Technology,2069128,US0565251081,New York Stock Exchange Inc.
CORE,CORE MARK HOLDING INC,Equity,0,33.56,12832,430641.92,430641.92,Consumer Discretionary,B0637B2,US2186811046,NASDAQ
EVTC,EVERTEC INC,Equity,0,23.41,18346,429479.86,429479.86,Information Technology,B7KY3Z6,PR30040P1032,New York Stock Exchange Inc.
TTMI,TTM TECHNOLOGIES INC,Equity,0,15.64,27403,428582.92,428582.92,Information Technology,2635659,US87305R1095,NASDAQ
CTRE,CARETRUST REIT INC,Equity,0,17.35,24699,428527.65,428527.65,Real Estate,BMP8TL6,US14174T1079,NASDAQ
MDC,MDC HOLDINGS INC,Equity,0,29.46,14505,427317.3,427317.3,Consumer Discretionary,2561204,US5526761086,New York Stock Exchange Inc.
HL,HECLA MINING,Equity,0,2.92,146102,426617.84,426617.84,Materials,2418601,US4227041062,New York Stock Exchange Inc.
FIZZ,NATIONAL BEVERAGE CORP,Equity,0,110.22,3868,426330.96,426330.96,Consumer Staples,2638625,US6350171061,NASDAQ
ABG,ASBURY AUTOMOTIVE GROUP INC.,Equity,0,67.05,6326,424158.3,424158.3,Consumer Discretionary,2855855,US0434361046,New York Stock Exchange Inc.
SIR,SELECT INCOME REIT,Equity,0,21.19,19979,423355.01,423355.01,Real Estate,B7GBNW8,US81618T1007,NASDAQ
CPK,CHESAPEAKE UTILITIES CORP,Equity,0,81.95,5165,423271.75,423271.75,Utilities,2190750,US1653031088,New York Stock Exchange Inc.
NPO,ENPRO INDUSTRIES INC,Equity,0,71.68,5897,422696.96,422696.96,Industrials,2951292,US29355X1072,New York Stock Exchange Inc.
IMAX,IMAX CORP,Equity,0,25,16901,422525,422525,Communication,2473859,CA45245E1097,New York Stock Exchange Inc.
PRK,PARK NATIONAL CORP,Equity,0,103.85,4068,422461.8,422461.8,Financials,2673251,US7006581075,Nyse Mkt Llc
WSFS,WSFS FINANCIAL CORP,Equity,0,46.47,9068,421389.96,421389.96,Financials,2940375,US9293281021,NASDAQ
SCS,STEELCASE INC CLASS A,Equity,0,17.82,23644,421336.08,421336.08,Industrials,2150420,US8581552036,New York Stock Exchange Inc.
WHD,CACTUS INC CLASS A,Equity,0,38.18,11024,420896.32,420896.32,Energy,BF1GM16,US1272031071,New York Stock Exchange Inc.
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Equity,0,14.55,28896,420436.8,420436.8,Industrials,2512149,US50077B2079,NASDAQ
SYNT,SYNTEL INC,Equity,0,40.95,10258,420065.1,420065.1,Information Technology,2095703,US87162H1032,NASDAQ
ALEX,ALEXANDER & BALDWIN INC,Equity,0,21.62,19316,417611.92,417611.92,Real Estate,B827VB2,US0144911049,New York Stock Exchange Inc.
CJ,C J ENERGY SVCS INC,Equity,0,21.58,19324,417011.92,417011.92,Energy,BD8PMN4,US12674R1005,New York Stock Exchange Inc.
HOME,AT HOME GROUP INC,Equity,0,30.15,13792,415828.8,415828.8,Consumer Discretionary,BDCHR42,US04650Y1001,New York Stock Exchange Inc.
KRA,KRATON CORP,Equity,0,45.43,9147,415548.21,415548.21,Materials,B547X79,US50077C1062,New York Stock Exchange Inc.
TIVO,TIVO CORP,Equity,0,12.43,33396,415112.28,415112.28,Information Technology,BD8FFY6,US88870P1066,NASDAQ
CALM,CAL MAINE FOODS INC,Equity,0,43.66,9503,414900.98,414900.98,Consumer Staples,2158781,US1280302027,NASDAQ
